id,name,created_at,updated_at
6e16a3e0-16b1-4b0d-9fef-6ae97b329cf1,Read,2024-02-22 07:49:40.871056+00,2024-02-22 07:49:40.871056+00
de8da56e-1cfc-4ef4-8901-32cc6e9897ea,Update,2024-02-22 07:49:48.040274+00,2024-02-22 07:49:48.040274+00
4b2b0bc1-041c-4757-990e-e8fd184b711f,Delete,2024-02-22 07:49:53.203978+00,2024-02-22 07:49:53.203978+00
481099da-a4a4-46a9-898f-e00f87050ef1,Write,2024-02-22 07:49:35.082062+00,2024-02-22 07:49:35.082062+00
